brand,km_driven,fuel,owner,selling_price
Maruti,64497,LPG,Third Owner,271120
MG,103485,Petrol,Second Owner,83645
Ford,185520,LPG,Second Owner,71179
Datsun,108468,LPG,First Owner,584979
Jeep,3901,CNG,Fourth Owner,310005
Fiat,90980,Petrol,First Owner,262718
Fiat,110594,LPG,Third Owner,281899
Ford,5881,CNG,Second Owner,357455
Chevrolet,32863,Petrol,Third Owner,407525
Hyundai,139694,Diesel,First Owner,220110
Nissan,135450,CNG,Third Owner,498991
Volvo,48201,Electric,Third Owner,352476
Mahindra,62251,Petrol,Fourth Owner,95900
Tata,75572,LPG,Third Owner,271141
Hyundai,42255,LPG,First Owner,176861
Tata,66212,Electric,Fourth Owner,582582
Isuzu,53210,Electric,Third Owner,219173
Hyundai,128629,LPG,First Owner,206131
Isuzu,25499,Petrol,Second Owner,594991
Fiat,105552,CNG,Fourth Owner,504633
Volvo,185700,Electric,Third Owner,478145
Hyundai,64360,Electric,Third Owner,585916
BMW,138675,Electric,Fourth Owner,251161
Tata,130466,Diesel,First Owner,318662
Maruti,88473,Petrol,Third Owner,219563
Fiat,146704,Petrol,First Owner,189018
Kia,164679,Petrol,Fourth Owner,574898
Volvo,94873,Petrol,Third Owner,513054
Datsun,68756,Petrol,Second Owner,346455
Ford,181066,LPG,Second Owner,176419
Toyota,197454,Electric,Second Owner,280842
Kia,59344,LPG,Fourth Owner,523408
Datsun,187847,Diesel,Third Owner,285612
Kia,141421,CNG,Fourth Owner,293095
Datsun,74154,Electric,Third Owner,573111
BMW,30464,Diesel,Second Owner,396336
Ford,176696,LPG,Second Owner,300440
Hyundai,124897,CNG,First Owner,92974
Tata,40344,Diesel,Fourth Owner,545162
Hyundai,86791,CNG,Fourth Owner,357967
Volkswagen,158371,Diesel,First Owner,411007
Nissan,182047,LPG,Second Owner,517613
Nissan,135534,CNG,Second Owner,266886
Jeep,123209,Diesel,Fourth Owner,117078
Nissan,84441,LPG,Third Owner,193977
Volvo,93456,Electric,Second Owner,563994
Fiat,84788,LPG,First Owner,153691
Jeep,174653,LPG,First Owner,268171
Nissan,17175,Electric,First Owner,253251
Jeep,140263,LPG,Fourth Owner,323390
Skoda,86434,Electric,Fourth Owner,314602
Toyota,87518,Electric,Fourth Owner,569161
Skoda,69537,Electric,Fourth Owner,239579
Toyota,118721,Diesel,First Owner,56028
Honda,50645,CNG,First Owner,284823
Honda,26283,Diesel,Fourth Owner,169247
Isuzu,89971,Electric,Fourth Owner,364045
Volvo,95759,CNG,First Owner,281324
Volvo,193195,CNG,Fourth Owner,549612
Ford,105780,Electric,Fourth Owner,324507
Isuzu,164096,CNG,Fourth Owner,113804
Kia,183702,CNG,Fourth Owner,164433
Tata,33734,Diesel,Second Owner,98544
Maruti,3515,CNG,Fourth Owner,50189
Ford,113782,Electric,First Owner,301768
Renault,69727,Petrol,First Owner,57482
MG,112164,Petrol,First Owner,533304
Chevrolet,49216,Petrol,First Owner,575087
Hyundai,74833,Electric,Fourth Owner,453150
Datsun,61755,Petrol,Second Owner,369702
Chevrolet,30856,Diesel,Third Owner,371367
Volkswagen,76870,Electric,Third Owner,353700
Renault,158234,Electric,Third Owner,453125
Fiat,140080,Electric,Third Owner,141467
Fiat,10987,CNG,First Owner,93558
Nissan,196604,CNG,Fourth Owner,268865
Jeep,99502,CNG,Fourth Owner,471229
Datsun,137404,LPG,Third Owner,153018
Toyota,69323,Diesel,Third Owner,203947
Maruti,173062,Electric,Second Owner,271325
Skoda,12873,Electric,Second Owner,585696
Datsun,170516,CNG,Second Owner,85607
Honda,169412,Electric,First Owner,111684
BMW,108219,Electric,Fourth Owner,479497
Fiat,8033,Petrol,First Owner,587889
Fiat,76324,Electric,First Owner,586201
Chevrolet,18689,LPG,Fourth Owner,60101
Chevrolet,112756,CNG,Second Owner,199703
Hyundai,3066,Diesel,Fourth Owner,480086
Volkswagen,117159,Diesel,Third Owner,470431
Chevrolet,179318,Petrol,Second Owner,69215
Volvo,10533,Diesel,Fourth Owner,126949
Mahindra,118828,Diesel,First Owner,259229
Honda,62658,CNG,Fourth Owner,453727
Fiat,41498,CNG,Second Owner,540987
Chevrolet,112028,LPG,Third Owner,574814
Nissan,14772,Petrol,First Owner,560711
Fiat,92385,Diesel,Third Owner,567291
Volkswagen,183108,LPG,Third Owner,576041
Isuzu,192603,Petrol,First Owner,469464
Tata,15940,Diesel,Fourth Owner,335410
Honda,121027,Diesel,Fourth Owner,112995
Volvo,19932,CNG,Third Owner,264646
Fiat,190899,Electric,Fourth Owner,513593
Ford,195503,Petrol,Second Owner,408255
Kia,27648,Diesel,Third Owner,304799
Mahindra,35966,Petrol,Third Owner,435891
Datsun,161849,LPG,Third Owner,222805
Mahindra,166639,LPG,Second Owner,588706
MG,151246,Electric,Third Owner,304494
Datsun,45598,Diesel,Fourth Owner,349329
Volkswagen,193271,CNG,Fourth Owner,91745
BMW,147870,Diesel,Fourth Owner,399948
Toyota,199436,Petrol,Fourth Owner,480569
Kia,151630,LPG,Third Owner,423199
Honda,64084,Petrol,Second Owner,169097
Renault,178309,Electric,First Owner,98302
Volkswagen,199569,LPG,Fourth Owner,465651
Isuzu,134250,CNG,First Owner,261929
Fiat,20118,LPG,First Owner,194121
Toyota,25616,Diesel,Third Owner,378778
Fiat,134870,Diesel,Fourth Owner,588967
Hyundai,10601,LPG,Fourth Owner,346649
Fiat,28363,Electric,Fourth Owner,363485
Skoda,5795,Diesel,First Owner,544285
Skoda,100462,Diesel,Fourth Owner,236773
Datsun,179336,CNG,Fourth Owner,225931
MG,105892,LPG,Second Owner,439347
Volvo,75833,Diesel,Third Owner,462545
Kia,6084,Electric,Fourth Owner,500470
Renault,98865,Petrol,Fourth Owner,284162
Ford,3731,LPG,Third Owner,419517
Tata,135201,CNG,Third Owner,558690
BMW,162094,Diesel,First Owner,265101
Hyundai,4605,Electric,First Owner,268438
Volkswagen,80506,LPG,First Owner,150290
Tata,47130,Electric,Third Owner,550590
Ford,163337,Electric,Second Owner,221140
Maruti,166402,CNG,Fourth Owner,108951
Tata,71469,LPG,Third Owner,399773
Tata,149259,Diesel,Second Owner,478387
Jeep,159863,CNG,Third Owner,201857
Toyota,93436,Diesel,Second Owner,393367
Nissan,115341,Petrol,Third Owner,566857
Renault,173939,Electric,Third Owner,248729
Honda,134965,Petrol,Second Owner,577870
Volvo,102694,Electric,Second Owner,540424
Skoda,22773,CNG,Second Owner,51085
Ford,7239,Diesel,Second Owner,503017
Toyota,23863,Diesel,Second Owner,242811
Tata,54415,CNG,Second Owner,569362
Hyundai,71968,LPG,Second Owner,484812
BMW,63430,Petrol,Second Owner,560252
Nissan,4515,Petrol,Third Owner,522519
Toyota,100206,Diesel,Second Owner,338969
Fiat,148677,Diesel,Second Owner,262823
Tata,59240,Diesel,Third Owner,134269
Datsun,8586,CNG,Third Owner,104895
Tata,123419,LPG,First Owner,447648
Volvo,125374,Petrol,First Owner,286641
Hyundai,34186,Electric,Second Owner,449319
Fiat,29928,CNG,Second Owner,552532
Nissan,125990,Petrol,First Owner,379711
Skoda,90029,LPG,First Owner,374857
Volvo,23711,CNG,Fourth Owner,264241
Volkswagen,57962,Petrol,Fourth Owner,531944
MG,23039,CNG,Second Owner,415747
Ford,39561,Petrol,Fourth Owner,128488
Tata,4577,Petrol,First Owner,405049
Toyota,110792,LPG,Second Owner,544614
Volvo,162422,Electric,Third Owner,315121
BMW,167870,LPG,Third Owner,285101
Maruti,13785,Petrol,First Owner,366785
BMW,75227,CNG,Fourth Owner,444484
Datsun,121680,LPG,Third Owner,328900
MG,64957,Electric,Fourth Owner,240984
Fiat,68431,Petrol,Third Owner,213935
Maruti,151369,LPG,Fourth Owner,332469
Chevrolet,74894,LPG,Third Owner,450237
Tata,197844,LPG,Third Owner,523937
Ford,153653,LPG,Second Owner,103096
Nissan,58192,CNG,Second Owner,552827
Toyota,4462,Electric,First Owner,90058
Volkswagen,131848,Electric,Third Owner,272574
Nissan,198245,Petrol,Fourth Owner,154820
Honda,149583,Diesel,Third Owner,539454
Maruti,79106,CNG,Fourth Owner,340367
Tata,51665,Petrol,Fourth Owner,333805
Isuzu,178486,Petrol,Third Owner,280119
Kia,84010,LPG,Fourth Owner,474363
Ford,75573,Diesel,First Owner,580318
Kia,110803,Diesel,Second Owner,402195
MG,122682,CNG,Fourth Owner,276941
Hyundai,16386,Diesel,Third Owner,437900
Volkswagen,127069,Petrol,Second Owner,377759
Skoda,57460,Diesel,First Owner,97577
Hyundai,140293,Diesel,Fourth Owner,537800
BMW,157546,Electric,Fourth Owner,422580
Maruti,118375,Petrol,Second Owner,577254
Ford,115660,Diesel,Fourth Owner,425982
Renault,155117,Diesel,Third Owner,578016
Datsun,94319,LPG,Second Owner,492493
Renault,119582,Diesel,Second Owner,285189
Nissan,138994,Diesel,Fourth Owner,533546
Fiat,156778,Electric,First Owner,378274
Tata,45771,Petrol,First Owner,595702
Honda,55335,CNG,First Owner,143005
Datsun,55949,Petrol,First Owner,462655
Ford,98558,LPG,Second Owner,501436
MG,149312,Petrol,Second Owner,349117
Isuzu,105272,Diesel,Fourth Owner,254390
Chevrolet,5716,LPG,First Owner,295389
Nissan,150646,Petrol,First Owner,251926
Renault,178138,LPG,Fourth Owner,535357
Hyundai,195898,CNG,Fourth Owner,79400
MG,154285,Petrol,Fourth Owner,196477
Honda,74916,Diesel,Third Owner,429384
Honda,53906,LPG,Fourth Owner,102763
Maruti,3463,Electric,Fourth Owner,473425
Skoda,166045,LPG,Third Owner,254670
Skoda,77694,Electric,First Owner,159955
Nissan,154723,Diesel,Second Owner,201628
Renault,71694,CNG,First Owner,405281
Ford,23008,Electric,Second Owner,464407
Chevrolet,73474,CNG,Second Owner,159602
Honda,41185,LPG,Fourth Owner,264529
Ford,90924,Diesel,Fourth Owner,412315
Ford,37980,Electric,Third Owner,374437
Volvo,25504,LPG,First Owner,296921
Chevrolet,57970,Petrol,First Owner,290324
Toyota,19766,LPG,Second Owner,404168
Volkswagen,119944,CNG,Fourth Owner,205194
Kia,96922,Diesel,Fourth Owner,275612
Isuzu,145767,Diesel,First Owner,449547
Skoda,151868,LPG,Third Owner,423555
Skoda,176615,Petrol,Fourth Owner,92262
Mahindra,148631,CNG,Third Owner,428358
Skoda,167211,LPG,First Owner,156435
Chevrolet,123494,LPG,First Owner,442278
Volvo,11802,Diesel,Third Owner,591816
Tata,174277,CNG,Fourth Owner,50068
Maruti,37159,Petrol,First Owner,403082
Fiat,14516,Diesel,Second Owner,540395
Maruti,53492,LPG,First Owner,304935
Datsun,32086,Diesel,Fourth Owner,426140
Maruti,116758,Diesel,Second Owner,275760
Fiat,33480,Electric,First Owner,111321
Hyundai,186163,Diesel,Fourth Owner,585814
Chevrolet,131023,Diesel,Fourth Owner,534780
Skoda,113195,CNG,First Owner,157535
Skoda,181838,Diesel,Fourth Owner,65063
Volvo,41737,Petrol,Third Owner,578501
Mahindra,12265,LPG,Second Owner,282842
Volvo,117165,CNG,Third Owner,134946
Tata,122501,Diesel,First Owner,73655
Tata,73990,Petrol,Third Owner,539100
Honda,18386,LPG,First Owner,193659
Mahindra,107718,CNG,First Owner,173441
Volvo,40425,Petrol,Fourth Owner,409282
Skoda,124635,Diesel,Fourth Owner,361295
Kia,177326,Electric,First Owner,576491
BMW,56634,Electric,Second Owner,194707
Fiat,181734,CNG,Second Owner,233643
Fiat,89988,Petrol,Second Owner,475915
Maruti,109337,LPG,Third Owner,403807
BMW,144215,Petrol,First Owner,441988
Mahindra,149653,Electric,Fourth Owner,324357
Toyota,70443,CNG,Third Owner,66944
Tata,32424,Diesel,Third Owner,249741
Maruti,91844,Petrol,Fourth Owner,118947
Ford,44984,Electric,First Owner,215529
Maruti,44505,LPG,Third Owner,545927
Toyota,105478,CNG,First Owner,85191
Hyundai,65699,Diesel,First Owner,297129
Kia,161029,Petrol,First Owner,572389
Ford,159536,LPG,Fourth Owner,301767
Kia,117012,Diesel,First Owner,122264
Maruti,157721,Electric,Third Owner,238996
Tata,176137,Electric,Fourth Owner,476960
Volkswagen,37758,LPG,Fourth Owner,496640
Fiat,139668,Electric,Third Owner,531633
Toyota,19374,CNG,Fourth Owner,259409
Volkswagen,121686,LPG,Third Owner,519300
BMW,6775,Electric,Second Owner,476102
Fiat,30388,Petrol,Third Owner,411990
Skoda,126800,Electric,Fourth Owner,411363
Ford,24029,CNG,Third Owner,187693
Fiat,86981,Diesel,Second Owner,272621
Toyota,56639,Diesel,First Owner,99738
MG,117010,Electric,First Owner,238766
Volkswagen,148717,Diesel,First Owner,326674
Hyundai,34105,Electric,Fourth Owner,188426
Volvo,147740,CNG,Second Owner,269831
Volvo,150032,Diesel,Third Owner,174750
Toyota,129519,Petrol,Third Owner,495295
Toyota,145429,Electric,Third Owner,193622
Nissan,198676,Diesel,Third Owner,307391
Ford,105739,CNG,Fourth Owner,400340
BMW,54796,CNG,Fourth Owner,372529
Nissan,18804,Petrol,Second Owner,555871
Kia,130732,CNG,Third Owner,498250
Skoda,148698,CNG,First Owner,300927
Tata,162204,Diesel,Fourth Owner,436794
Tata,10951,Electric,Second Owner,108175
Skoda,140521,LPG,Second Owner,83329
Fiat,22065,CNG,Fourth Owner,455544
Chevrolet,104503,CNG,First Owner,477463
Nissan,108072,LPG,First Owner,318821
MG,143202,CNG,Third Owner,100357
Volkswagen,92360,Diesel,Fourth Owner,105812
Skoda,65287,Diesel,First Owner,504500
Isuzu,185774,LPG,Fourth Owner,492957
Maruti,171065,CNG,Second Owner,496694
Fiat,165947,CNG,Second Owner,235128
Skoda,140126,Electric,Second Owner,534699
Nissan,110357,CNG,Fourth Owner,357678
MG,182589,Diesel,Third Owner,260128
MG,32670,Petrol,Third Owner,203877
Toyota,52112,Petrol,First Owner,158380
Jeep,91388,Petrol,Fourth Owner,197089
Toyota,92156,Petrol,Third Owner,506418
Ford,162379,CNG,Fourth Owner,534075
Ford,50922,CNG,Third Owner,91423
Skoda,197152,Electric,Second Owner,91713
Kia,96348,CNG,Second Owner,531072
Datsun,82335,Petrol,First Owner,365410
Renault,29312,LPG,Second Owner,188260
Volvo,69985,LPG,Third Owner,438377
Chevrolet,133744,Diesel,First Owner,314952
Skoda,191680,Diesel,First Owner,325995
Renault,103963,CNG,Second Owner,524106
Nissan,174349,LPG,Fourth Owner,246000
Maruti,34551,Petrol,Second Owner,573047
Chevrolet,92813,Petrol,Second Owner,458274
Ford,190669,Petrol,First Owner,588908
Chevrolet,104025,CNG,Second Owner,539982
Toyota,127342,CNG,Third Owner,526555
Maruti,179284,Electric,First Owner,117703
Volvo,12637,Petrol,Second Owner,354280
Skoda,46258,Petrol,Fourth Owner,272452
Fiat,169765,CNG,Third Owner,563795
Fiat,143896,CNG,Fourth Owner,400600
Renault,132553,Electric,Third Owner,133086
Renault,29950,Electric,Fourth Owner,429673
Kia,157560,Diesel,Second Owner,330398
BMW,130870,LPG,Third Owner,373417
Renault,3215,Petrol,First Owner,502827
Honda,108603,Petrol,First Owner,167574
BMW,14523,Electric,Fourth Owner,155547
Nissan,71689,Electric,Fourth Owner,503218
Tata,26834,Diesel,Fourth Owner,587214
Hyundai,37474,LPG,Third Owner,507480
Mahindra,46066,Diesel,First Owner,558237
Isuzu,13400,LPG,Second Owner,561500
Hyundai,128211,Petrol,Third Owner,401671
Datsun,13345,Diesel,Fourth Owner,419531
Nissan,36896,Electric,First Owner,339707
MG,31899,Diesel,Fourth Owner,215202
Volvo,31229,Diesel,Second Owner,180249
Mahindra,8583,Petrol,Second Owner,590609
BMW,138969,Electric,First Owner,217820
Tata,74537,Electric,Third Owner,328295
Maruti,138639,CNG,Second Owner,126133
Datsun,77807,CNG,Second Owner,84187
Nissan,132648,CNG,Second Owner,93835
Isuzu,115652,Petrol,Second Owner,312203
Datsun,147401,Diesel,Fourth Owner,544044
Mahindra,74792,Electric,Fourth Owner,266789
Datsun,134300,Electric,Third Owner,77235
BMW,40052,Diesel,First Owner,117114
Renault,191841,Electric,First Owner,434033
Datsun,49032,Diesel,First Owner,82160
BMW,36686,Petrol,Second Owner,261270
Skoda,79981,Petrol,Fourth Owner,147052
Datsun,101802,Petrol,Fourth Owner,213233
Mahindra,197333,Diesel,Third Owner,487715
Maruti,136881,Diesel,First Owner,452016
Volkswagen,175857,LPG,Fourth Owner,99460
Volvo,170619,Electric,Third Owner,441568
Volvo,45818,Electric,First Owner,120975
Datsun,103422,LPG,Second Owner,590856
Volkswagen,74927,LPG,Fourth Owner,219164
Jeep,199753,Petrol,Fourth Owner,115781
Skoda,82465,LPG,First Owner,320574
Volvo,116221,Diesel,Second Owner,516935
Isuzu,40333,CNG,Second Owner,80086
Maruti,129457,Diesel,Fourth Owner,279334
Chevrolet,19576,LPG,First Owner,194973
Volvo,122875,Electric,Third Owner,316051
Fiat,42405,Diesel,Fourth Owner,279652
Isuzu,97000,Electric,Second Owner,78604
Hyundai,34601,Diesel,Third Owner,87869
Datsun,70946,Electric,First Owner,480587
Isuzu,55116,Diesel,Second Owner,426783
Tata,107186,Electric,Third Owner,480037
Volvo,65894,CNG,Fourth Owner,437736
Toyota,168707,Petrol,Second Owner,318217
Maruti,10465,Diesel,First Owner,242077
Skoda,59754,CNG,Second Owner,519313
Mahindra,95850,Petrol,Fourth Owner,330245
Honda,112765,Diesel,First Owner,554268
Kia,95691,CNG,Fourth Owner,474642
Kia,41871,CNG,Third Owner,319457
Volvo,196946,CNG,Second Owner,109668
Chevrolet,32511,LPG,Fourth Owner,404100
Hyundai,83960,Electric,Third Owner,431595
Maruti,182893,Petrol,First Owner,141634
Isuzu,68776,Electric,First Owner,159119
Mahindra,47462,Electric,Third Owner,383935
Skoda,195454,Electric,Third Owner,394302
Maruti,35574,CNG,First Owner,483525
Honda,105072,Electric,Fourth Owner,79715
Skoda,175982,LPG,Third Owner,268400
Fiat,159258,Diesel,Fourth Owner,551328
Ford,156885,CNG,First Owner,400404
Honda,81282,Petrol,Fourth Owner,279030
Volvo,112779,Diesel,Fourth Owner,457244
Maruti,21557,Diesel,Third Owner,194875
Fiat,162132,Diesel,Fourth Owner,318451
Skoda,192938,Electric,Fourth Owner,474541
Hyundai,75104,Electric,Fourth Owner,370760
Honda,140152,CNG,First Owner,510287
Chevrolet,147926,Electric,First Owner,196004
Chevrolet,125013,Electric,Second Owner,458965
Nissan,161097,Electric,First Owner,320871
Jeep,187054,CNG,First Owner,236478
Toyota,44081,CNG,Second Owner,591620
BMW,138440,LPG,Second Owner,538286
Ford,122181,LPG,Third Owner,454050
Chevrolet,30094,LPG,Third Owner,201397
Jeep,180112,LPG,First Owner,564507
Isuzu,69766,Diesel,Fourth Owner,566529
Mahindra,86053,Diesel,Third Owner,182475
Kia,158063,LPG,Third Owner,369115
Mahindra,4301,LPG,First Owner,497246
Maruti,162682,Petrol,Fourth Owner,145195
Volvo,84463,Diesel,Second Owner,439288
Jeep,168750,Petrol,Second Owner,97830
Volvo,27466,Petrol,First Owner,84370
Toyota,174947,Electric,First Owner,522224
Isuzu,29081,CNG,Fourth Owner,314340
Hyundai,27354,Diesel,First Owner,261648
Maruti,96297,LPG,First Owner,361406
Fiat,21300,LPG,First Owner,70543
Ford,67384,CNG,Fourth Owner,503245
BMW,98027,Diesel,First Owner,537129
Nissan,124684,LPG,Third Owner,221481
Kia,63892,LPG,Fourth Owner,191035
Hyundai,38525,Electric,Third Owner,122613
Honda,160604,Petrol,Fourth Owner,315405
MG,9464,LPG,Third Owner,329190
BMW,19562,Diesel,Fourth Owner,503652
Ford,110392,CNG,Second Owner,337901
Ford,58514,Electric,First Owner,305456
Tata,116428,Diesel,First Owner,431003
Renault,115564,Electric,Fourth Owner,184918
Hyundai,111047,Petrol,Third Owner,230448
MG,35634,LPG,Second Owner,90832
Honda,3060,Diesel,Third Owner,201170
BMW,12269,CNG,First Owner,400816
MG,197215,Petrol,First Owner,71157
Datsun,26065,Petrol,Third Owner,491588
Kia,5895,Electric,Fourth Owner,69674
Chevrolet,83859,Petrol,Fourth Owner,324722
Datsun,146424,Diesel,Third Owner,260121
Isuzu,183809,Electric,First Owner,480645
Volvo,107127,Petrol,Third Owner,490087
Datsun,99426,CNG,First Owner,529742
Chevrolet,166088,Diesel,Third Owner,535731
Renault,195376,CNG,Fourth Owner,267443
Skoda,14962,CNG,Second Owner,193274
Hyundai,36302,Electric,First Owner,544166
Volkswagen,88382,LPG,Second Owner,436125
Mahindra,7011,Electric,Fourth Owner,569071
Renault,132716,Diesel,Third Owner,272274
Nissan,22782,Diesel,Fourth Owner,200362
Chevrolet,123654,Electric,Second Owner,305672
Toyota,173797,LPG,Fourth Owner,200468
Volkswagen,12196,Electric,Fourth Owner,504064
Hyundai,46459,Diesel,Third Owner,110530
Ford,90245,LPG,Second Owner,245346
Nissan,81863,Diesel,Second Owner,77122
Tata,126206,LPG,Second Owner,226507
Isuzu,104010,LPG,First Owner,417758
Kia,35769,Electric,Fourth Owner,563888
Toyota,110529,Electric,Second Owner,243050
Renault,27700,Electric,Fourth Owner,439872
Tata,8269,LPG,Third Owner,587110
Hyundai,124631,LPG,Third Owner,501127
Datsun,46880,Diesel,First Owner,182508
Ford,117003,CNG,First Owner,505070
Tata,142392,Electric,Third Owner,423345
MG,52589,Diesel,Second Owner,400161
Kia,38897,Diesel,Third Owner,408149
Tata,192637,Petrol,Fourth Owner,134403
Skoda,165002,Electric,First Owner,418167
Hyundai,191305,Diesel,First Owner,235024
MG,17380,Petrol,Third Owner,72766
Volkswagen,73934,Electric,Second Owner,464429
Mahindra,58830,LPG,Second Owner,406035
Kia,8529,Petrol,Fourth Owner,203609
Volkswagen,97598,LPG,First Owner,446010
Datsun,85987,CNG,Third Owner,502420
Chevrolet,52178,CNG,Third Owner,213396
Hyundai,141009,CNG,First Owner,106764
Nissan,124952,CNG,Third Owner,92850
Maruti,42886,Diesel,First Owner,395161
Volvo,52699,CNG,Second Owner,393264
Toyota,79396,Diesel,Second Owner,418903
Volvo,93678,Diesel,Third Owner,552704
Nissan,28279,Electric,Second Owner,246582
Skoda,172178,Diesel,Second Owner,277818
Nissan,113776,Diesel,Fourth Owner,205958
Toyota,104444,CNG,First Owner,581369
Datsun,109300,Diesel,First Owner,414860
Mahindra,116793,LPG,Third Owner,330866
Skoda,119278,CNG,First Owner,399652
Honda,174616,Petrol,Fourth Owner,67985
